SalesOrderNumber	OrderDate	OrderedProducts	EmployeeKey	OrderedQuantity	TotalPrice	TotalSales	TotalCost	TotalMargin
SO57155	2019-11-24	10	284	40	3015.32	6638.04	5927.64	710.4
SO49139	2019-02-22	20	287	55	10086.09	22820.72	23034.63	-213.91
SO44772	2017-12-21	35	283	92	21715.53	67369.2	67647.32	-278.12
SO51836	2019-08-25	30	281	77	17521.15	37414.61	39286.46	-1871.85
SO47962	2018-11-01	24	281	75	12834.05	38499.6	34032.97	4466.63
SO44792	2017-12-28	11	289	38	16299.97	34754.81	32564.72	2190.09
SO57063	2019-11-09	3	283	6	389.23	477.57	397.44	80.13
SO45570	2018-03-25	6	289	16	12179.94	32429.84	30397.62	2032.22
SO47972	2018-11-03	7	282	26	1376.85	3048.48	2660.64	387.84
SO45059	2018-01-18	17	287	32	14560.86	31282.47	31454.01	-171.54
SO47048	2018-08-26	1	283	1	469.79	469.79	486.71	-16.92
SO48316	2018-12-10	1	283	1	324.45	324.45	300.12	24.33
SO44515	2017-11-09	7	281	16	2131.33	5492.2	5414.04	78.16
SO49491	2019-03-13	1	281	1	183.94	183.94	170.14	13.8
SO61249	2020-01-25	20	295	42	12959.46	26203.7	27795.77	-1592.07
SO63243	2020-02-21	3	281	4	3589.79	5020.23	5200.97	-180.74
SO47716	2018-10-26	55	281	196	19318.29	49019.5	48724.89	294.61
SO45572	2018-03-25	7	282	19	3846.88	10701.72	10679.15	22.57
SO57112	2019-11-17	4	283	10	86.34	232.66	235.57	-2.91
SO45540	2018-03-11	7	285	30	12200.64	42756.09	40059.28	2696.81
SO43682	2017-07-19	5	281	8	2162.01	3875.72	3866.87	8.85
SO46365	2018-06-19	5	285	7	3393.2	5080.7	11420.08	-6339.38
SO44132	2017-09-30	1	285	2	2024.99	4049.98	3796.19	253.79
SO47366	2018-09-05	60	291	302	24693.18	96589.19	95272.44	1316.75
SO63172	2020-02-10	2	295	2	890.82	890.82	922.88	-32.06
SO51127	2019-07-16	32	286	162	13802.51	71356.87	64412.48	6944.39
SO47960	2018-11-01	8	291	27	3833.71	11547.3	10305.85	1241.45
SO65287	2020-03-25	2	282	4	226.62	453.24	445.21	8.03
SO46068	2018-05-18	16	281	36	9098.29	23312.96	23353.34	-40.38
SO53471	2019-09-04	31	283	63	18319.45	38495.93	40305.96	-1810.03
SO46339	2018-06-07	6	282	13	1711.87	3014.66	2978.29	36.37
SO48073	2018-11-26	6	281	10	5537.11	10244.75	10179.6	65.15
SO45813	2018-04-28	23	287	99	8491.8	32245.85	32008.26	237.59
SO58908	2019-12-01	45	290	245	17212.0	71805.49	73463.69	-1658.2
SO45519	2018-03-02	2	283	2	4064.98	4064.98	3810.24	254.74
SO50247	2019-05-15	1	281	1	1229.46	1229.46	1105.81	123.65
SO46604	2018-07-01	37	285	149	11554.2	37182.43	32928.61	4253.82
SO43871	2017-08-16	14	287	28	6036.86	9398.93	9336.05	62.88
SO48086	2018-11-29	1	288	1	67.54	67.54	49.98	17.56
SO69400	2020-05-03	15	291	36	1977.51	2870.86	2778.79	92.07
SO48389	2018-12-28	30	288	133	15203.17	72958.62	65032.83	7925.79
SO69515	2020-05-22	26	281	58	17130.43	35131.13	37050.0	-1918.87
SO65263	2020-03-21	23	286	65	11275.87	42553.17	38480.61	4072.56
SO58961	2019-12-11	46	289	154	19910.37	55710.29	56963.11	-1252.82
SO46610	2018-07-04	21	281	104	9608.24	36643.31	32715.11	3928.2
SO46661	2018-07-23	2	283	3	780.26	1524.53	1346.58	177.95
SO47008	2018-08-20	50	284	218	17326.82	58252.28	57582.77	669.51
SO44518	2017-11-12	20	285	106	20042.21	127099.79	119904.14	7195.65
SO49075	2019-02-07	1	291	1	209.26	209.26	185.82	23.44
SO50314	2019-05-30	30	293	75	17988.45	45674.34	46296.32	-621.98
SO44744	2017-12-06	25	288	50	18311.12	29751.28	29870.26	-118.98
SO57028	2019-11-04	9	292	29	3015.83	7909.92	6970.49	939.43
SO51094	2019-07-05	7	296	9	4467.7	6150.24	7949.11	-1798.87
SO65202	2020-03-09	7	295	11	3857.88	6174.2	6496.92	-322.72
SO46936	2018-08-02	22	284	47	4360.03	6891.55	6636.46	255.09
SO63179	2020-02-11	45	292	170	12678.07	38849.1	35108.42	3740.68
SO51777	2019-08-17	11	281	26	3851.6	7262.16	6512.56	749.6
SO48010	2018-11-12	48	292	228	15050.14	66145.81	58535.36	7610.45
SO69456	2020-05-12	48	288	169	13430.08	43087.67	40339.96	2747.71
SO50713	2019-06-17	3	287	3	737.72	737.72	722.42	15.3
SO61196	2020-01-08	22	291	85	7580.2	28038.4	25112.45	2925.95
SO55279	2019-10-15	1	285	1	323.99	323.99	343.65	-19.66
SO59065	2019-12-29	14	293	43	949.66	1644.81	1540.33	104.48
SO63208	2020-02-17	1	292	1	1391.99	1391.99	1265.62	126.37
SO48009	2018-11-12	8	292	24	2655.29	7980.87	7133.68	847.19
SO51130	2019-07-17	40	291	125	14383.09	40912.13	36529.79	4382.34
SO46078	2018-05-22	2	283	2	1532.35	1532.35	1322.93	209.42
SO51728	2019-08-07	20	289	60	2103.82	3106.84	2643.66	463.18
SO59028	2019-12-21	43	295	129	15389.71	34591.68	35224.05	-632.37
SO48082	2018-11-28	1	284	1	1229.46	1229.46	1105.81	123.65
SO49454	2019-03-04	3	291	7	1275.04	6192.88	5560.39	632.49
SO57050	2019-11-07	3	292	13	2795.97	4550.87	4017.7	533.17
SO45045	2018-01-06	6	283	9	10175.65	14261.33	13363.73	897.6
SO67315	2020-04-21	14	293	62	2885.15	7268.5	7581.03	-312.53
SO51111	2019-07-12	35	283	132	12918.25	35178.88	31569.53	3609.35
SO65198	2020-03-09	2	291	5	83.98	209.95	130.89	79.06
SO65185	2020-03-06	4	291	5	886.42	1225.41	1099.67	125.74
SO51083	2019-07-01	21	288	74	4548.59	9195.05	11096.12	-1901.07
SO47373	2018-09-07	4	287	6	1344.23	1674.69	1417.74	256.95
SO55291	2019-10-19	18	293	50	10276.04	37477.18	39139.35	-1662.17
SO49525	2019-03-26	2	282	3	939.58	1409.37	1460.12	-50.75
SO69465	2020-05-13	42	285	131	17570.92	31001.29	32334.86	-1333.57
SO45283	2018-02-07	18	286	31	15938.39	28395.19	28556.43	-161.24
SO43674	2017-07-12	1	288	3	874.79	2624.37	2654.12	-29.75
SO58980	2019-12-14	30	291	127	18198.57	97647.65	100436.56	-2788.91
SO46651	2018-07-19	11	283	41	4430.06	12145.52	10649.11	1496.41
SO51749	2019-08-12	4	281	9	1776.1	2751.6	2735.35	16.25
SO44567	2017-11-28	12	287	43	16305.35	46957.76	44022.3	2935.46
SO51702	2019-08-03	3	291	5	1503.81	1506.55	1529.39	-22.84
SO45066	2018-01-26	1	285	1	419.46	419.46	413.15	6.31
SO43917	2017-08-31	14	289	46	6594.52	21356.15	21425.93	-69.78
SO45784	2018-04-05	4	282	5	3342.78	3762.24	3762.87	-0.63
SO47363	2018-09-04	1	283	1	214.24	214.24	158.53	55.71
SO59076	2019-12-31	5	285	8	2870.35	4331.32	3902.22	429.1
SO51844	2019-08-27	21	282	91	2352.06	5074.73	4909.03	165.7
SO50309	2019-05-29	1	281	1	198.04	198.04	146.55	51.49
SO59056	2019-12-27	1	283	1	37.25	37.25	27.57	9.68
SO57153	2019-11-23	7	282	9	5362.12	6236.74	6545.0	-308.26
SO59050	2019-12-26	6	293	11	2762.04	5475.49	5776.56	-301.07
SO46366	2018-06-19	6	282	16	2167.2	6094.36	6103.97	-9.61
SO48385	2018-12-28	6	282	15	2818.74	7046.85	7300.6	-253.75
SO51853	2019-08-28	36	285	115	13877.25	35572.92	31897.3	3675.62
SO57013	2019-11-01	5	291	13	2879.95	5885.87	5243.51	642.36
SO63200	2020-02-17	43	283	143	11735.53	24027.06	21645.93	2381.13
SO47699	2018-10-19	7	282	14	2886.28	6174.81	6377.16	-202.35
SO48347	2018-12-19	46	286	185	14874.2	44305.37	38906.67	5398.7
SO51831	2019-08-24	14	285	28	9411.48	20403.55	21313.38	-909.83
SO46628	2018-07-10	1	272	1	647.99	647.99	598.44	49.55
SO65192	2020-03-08	2	284	2	358.27	358.27	361.8	-3.53
SO46330	2018-06-03	17	288	43	8050.98	17283.57	31355.54	-14071.97
SO47703	2018-10-21	11	285	26	3010.29	6185.49	6259.47	-73.98
SO49885	2019-04-27	10	283	26	2077.35	4263.14	4284.38	-21.24
SO45051	2018-01-13	3	281	5	1713.71	3007.96	3008.86	-0.9
SO59024	2019-12-19	2	285	5	2159.35	5047.61	5229.33	-181.72
SO67323	2020-04-23	4	295	4	1806.55	1806.55	1857.79	-51.24
SO65293	2020-03-26	3	282	16	1031.19	3129.86	3291.24	-161.38
SO51781	2019-08-17	23	291	91	2229.79	6857.58	5981.66	875.92
SO59007	2019-12-18	2	283	4	429.06	1142.86	1136.23	6.63
SO51717	2019-08-05	12	283	49	3399.29	14366.32	15028.03	-661.71
SO47033	2018-08-24	58	286	244	24392.88	93894.38	94986.1	-1091.72
SO44127	2017-09-26	22	287	73	20920.94	91014.6	84298.96	6715.64
SO46338	2018-06-07	17	283	50	7973.67	19044.62	19070.48	-25.86
SO45296	2018-02-11	14	286	29	11215.15	24242.85	22427.94	1814.91
SO48362	2018-12-23	1	282	2	137.69	275.38	203.79	71.59
SO51107	2019-07-10	2	285	2	187.12	187.12	164.36	22.76
SO69541	2020-05-28	9	284	21	2683.38	6039.75	6844.22	-804.47
SO51727	2019-08-07	1	291	1	858.9	858.9	868.63	-9.73
SO47011	2018-08-21	16	281	46	5929.67	16953.35	17514.18	-560.83
SO51872	2019-08-31	1	296	1	356.9	356.9	360.94	-4.04
SO65156	2020-03-02	17	291	42	11954.49	30238.14	32034.89	-1796.75
SO51852	2019-08-28	8	285	25	1677.44	4180.35	3613.92	566.43
SO46608	2018-07-03	51	291	235	13000.28	47449.43	41621.19	5828.24
SO55243	2019-10-04	42	291	215	11217.38	32712.41	33485.01	-772.6
SO51828	2019-08-23	46	282	224	18006.77	66070.03	69216.88	-3146.85
SO63293	2020-02-28	15	285	32	10471.04	24818.37	25485.21	-666.84
SO53622	2019-09-30	1	285	1	31.58	31.58	23.37	8.21
SO51874	2019-08-31	12	285	14	6856.33	6898.46	7931.01	-1032.55
SO63290	2020-02-28	23	291	68	9891.98	26673.61	23979.02	2694.59
SO44564	2017-11-27	24	282	46	18499.1	34537.23	34746.94	-209.71
SO53601	2019-09-26	4	282	10	298.53	552.93	405.41	147.52
SO43696	2017-07-31	1	285	1	419.46	419.46	413.15	6.31
SO44317	2017-10-31	28	287	103	12473.85	33919.18	33741.97	177.21
SO53579	2019-09-23	3	296	3	1254.04	1254.04	1125.18	128.86
SO45545	2018-03-13	8	284	14	5993.84	8965.93	8956.89	9.04
SO50252	2019-05-16	46	287	187	22077.93	95414.86	96324.05	-909.19
SO46619	2018-07-07	1	289	2	35.99	71.98	49.49	22.49
SO58977	2019-12-13	10	287	12	8579.71	10074.05	10398.89	-324.84
SO55298	2019-10-22	3	272	8	700.4	1946.01	1962.81	-16.8
SO51128	2019-07-16	5	289	17	368.71	1331.17	1096.8	234.37
SO51106	2019-07-10	36	282	111	18376.74	53953.38	64214.11	-10260.73
SO57119	2019-11-17	15	292	33	5041.06	7317.57	7541.58	-224.01
SO61238	2020-01-22	35	288	143	9464.82	22636.62	23605.21	-968.59
SO53488	2019-09-08	2	284	3	54.37	70.64	47.83	22.81
SO65240	2020-03-17	1	291	1	218.45	218.45	199.38	19.07
SO69563	2020-05-31	14	288	39	9537.56	30610.59	31636.0	-1025.41
SO44781	2017-12-24	2	282	2	424.65	424.65	418.86	5.79
SO50199	2019-05-02	12	284	32	8613.91	23863.0	24175.51	-312.51
SO63223	2020-02-19	38	292	176	11040.82	39929.37	41489.59	-1560.22
SO44750	2017-12-10	24	288	98	22453.29	88977.23	82114.98	6862.25
SO51865	2019-08-31	3	293	3	514.0	514.0	462.54	51.46
SO50295	2019-05-25	25	291	97	8093.3	25309.46	22434.8	2874.66
SO57024	2019-11-03	37	284	114	15561.21	27089.1	27243.19	-154.09
SO46963	2018-08-08	1	283	1	469.79	469.79	486.71	-16.92
SO46047	2018-05-12	11	285	27	15179.22	46396.66	43213.4	3183.26
SO47720	2018-10-27	48	287	182	14299.23	43396.07	42965.83	430.24
SO48056	2018-11-20	31	287	96	17147.49	59569.07	59592.07	-23.0
SO65258	2020-03-20	16	287	32	3003.6	5095.86	4481.42	614.44
SO63147	2020-02-06	1	283	2	24.29	48.58	35.96	12.62
SO67265	2020-04-05	3	289	4	714.27	1386.56	1452.34	-65.78
SO47663	2018-10-02	38	291	165	18315.59	74025.68	74297.47	-271.79
SO57035	2019-11-05	13	287	38	1902.23	2936.77	3016.77	-80.0
SO46998	2018-08-17	1	284	1	1242.85	1242.85	1117.86	124.99
SO49477	2019-03-10	6	281	15	2818.74	7046.85	7300.61	-253.76
SO46667	2018-07-26	16	286	58	3973.99	14660.24	14347.37	312.87
SO44499	2017-11-06	4	288	7	6095.67	12170.64	11406.02	764.62
SO53502	2019-09-10	45	294	145	15724.32	33018.69	36593.32	-3574.63
SO44309	2017-10-22	18	285	32	15191.48	27612.41	27724.32	-111.91
SO51086	2019-07-02	1	285	1	323.99	323.99	343.65	-19.66
SO47030	2018-08-24	2	281	5	1265.64	2554.07	2282.72	271.35
SO50282	2019-05-22	22	281	67	11677.24	33591.95	29779.1	3812.85
SO57161	2019-11-25	26	291	67	13404.34	28746.41	30112.48	-1366.07
SO55246	2019-10-06	1	289	1	105.29	105.29	77.92	27.37
SO57120	2019-11-18	41	291	131	12234.94	28637.1	25641.54	2995.56
SO53620	2019-09-29	4	283	4	1215.57	1215.57	1095.72	119.85
SO48075	2018-11-26	14	285	30	9533.1	18768.96	18542.54	226.42
SO67295	2020-04-14	34	291	174	13879.96	62850.08	56268.7	6581.38
SO48307	2018-12-07	52	291	250	22583.31	87708.81	87507.76	201.05
SO47036	2018-08-25	2	289	3	1265.64	2508.49	2251.38	257.11
SO46080	2018-05-22	6	286	8	10183.79	14248.77	13360.55	888.22
SO53558	2019-09-20	3	291	3	1249.64	1249.64	1306.92	-57.28
SO69536	2020-05-27	40	281	105	15764.59	40637.97	38991.84	1646.13
SO47668	2018-10-04	49	291	170	15444.05	44165.84	43460.28	705.56
SO53473	2019-09-05	3	282	5	1179.4	1665.38	1602.63	62.75
SO46334	2018-06-05	23	272	105	12245.78	57018.54	113850.73	-56832.19
SO67285	2020-04-10	2	284	2	429.06	429.06	414.34	14.72
SO50240	2019-05-13	1	289	1	65.6	65.6	48.55	17.05
SO46644	2018-07-16	1	285	1	1308.94	1308.94	1320.68	-11.74
SO53605	2019-09-27	28	289	101	14536.91	71108.02	83561.73	-12453.71
SO51855	2019-08-28	53	281	239	20846.73	72632.07	75860.87	-3228.8
SO55260	2019-10-09	8	283	37	1637.44	8267.16	7183.86	1083.3
SO48330	2018-12-15	1	291	1	65.6	65.6	48.55	17.05
SO45333	2018-02-22	5	281	6	3803.73	4223.19	4239.98	-16.79
SO45292	2018-02-09	1	287	1	28.84	28.84	31.72	-2.88
SO49156	2019-02-27	7	283	15	1761.28	3995.35	3787.2	208.15
SO45801	2018-04-17	13	285	38	18013.97	53423.46	49719.87	3703.59
SO45305	2018-02-15	23	288	71	9873.5	22912.8	22840.11	72.69
SO44767	2017-12-19	11	283	26	14280.36	30609.67	28682.3	1927.37
SO69436	2020-05-09	5	292	18	1561.47	2181.2	1860.2	321.0
SO47457	2018-09-29	11	285	19	3056.66	4950.81	4350.31	600.5
SO44776	2017-12-23	16	282	44	13894.21	47370.7	44218.99	3151.71
SO51117	2019-07-14	24	287	106	3226.06	11650.5	11962.63	-312.13
SO44756	2017-12-13	17	283	39	7243.48	14008.64	13954.67	53.97
SO61248	2020-01-25	49	291	208	14389.86	51342.04	46000.59	5341.45
SO53618	2019-09-28	5	272	8	3554.02	3786.61	4881.64	-1095.03
SO48322	2018-12-12	1	293	1	600.26	600.26	605.65	-5.39
SO47387	2018-09-10	31	287	106	13234.07	39972.08	35090.18	4881.9
SO53489	2019-09-08	1	281	2	953.63	1907.26	2963.88	-1056.62
SO69513	2020-05-21	16	285	34	10227.83	20699.3	21456.96	-757.66
SO49042	2019-02-02	3	291	5	1798.92	1839.3	1849.02	-9.72
SO47976	2018-11-03	20	281	79	10579.59	40061.6	35901.04	4160.56
SO45578	2018-03-30	3	285	6	1713.71	3882.75	3893.56	-10.81
SO45559	2018-03-19	1	282	3	419.46	1258.38	1239.44	18.94
SO45538	2018-03-10	16	283	29	12028.74	21847.38	21907.37	-59.99
SO50715	2019-06-18	5	293	11	1237.5	2817.84	2606.53	211.31
SO46100	2018-05-29	27	286	67	19924.22	47655.06	47766.42	-111.36
SO44482	2017-11-02	1	283	1	419.46	419.46	413.15	6.31
SO69522	2020-05-23	36	284	184	8244.17	25457.87	26129.67	-671.8
SO58904	2019-12-01	2	289	3	429.06	785.96	775.29	10.67
SO46088	2018-05-25	10	285	24	12255.37	22497.21	21092.12	1405.09
SO46089	2018-05-25	15	282	59	16412.2	73568.21	68930.84	4637.37
SO53621	2019-09-30	54	281	293	18723.82	107105.49	95993.24	11112.25
SO69560	2020-05-30	30	291	79	12200.3	31101.19	28262.06	2839.13
SO46103	2018-05-30	16	283	53	15906.12	65730.36	61428.74	4301.62
SO51744	2019-08-11	1	296	2	158.43	316.86	289.19	27.67
SO45322	2018-02-18	8	283	26	4266.34	13637.94	13571.17	66.77
SO48071	2018-11-25	27	283	73	13142.59	34271.37	30410.32	3861.05
SO47667	2018-10-03	5	282	9	1745.47	2024.57	1691.95	332.62
SO46647	2018-07-17	41	286	232	13226.63	81042.24	72973.73	8068.51
SO58959	2019-12-11	32	288	97	12572.64	28856.73	25906.33	2950.4
SO67269	2020-04-06	2	289	2	376.24	376.24	335.79	40.45
SO55296	2019-10-21	3	281	4	2105.67	2178.55	2191.54	-12.99
SO63175	2020-02-11	10	283	37	4115.01	17628.55	18665.12	-1036.57
SO46092	2018-05-26	1	286	1	722.59	722.59	623.84	98.75
SO46058	2018-05-15	28	282	56	14499.43	30181.74	30225.51	-43.77
SO46985	2018-08-14	15	292	51	1859.13	3226.12	2652.18	573.94
SO65313	2020-03-29	3	281	3	1466.12	1466.12	1504.19	-38.07
SO48076	2018-11-26	34	281	164	11675.66	64550.52	57576.43	6974.09
SO44568	2017-11-29	3	281	3	2254.94	2254.94	1946.77	308.17
SO51721	2019-08-06	72	282	484	18315.48	98093.27	88645.49	9447.78
SO45534	2018-03-08	11	287	23	15266.39	37591.98	35005.52	2586.46
SO57170	2019-11-26	3	289	6	1400.68	2897.36	2598.87	298.49
SO69401	2020-05-03	31	284	210	3732.78	18310.85	18243.44	67.41
SO50701	2019-06-13	6	285	10	549.7	777.27	642.26	135.01
SO63273	2020-02-25	1	289	2	41.99	83.98	52.35	31.63
SO43886	2017-08-22	21	288	47	9198.33	17358.03	17378.85	-20.82
SO53476	2019-09-06	16	282	27	8050.25	13751.38	15587.32	-1835.94
SO51102	2019-07-08	34	287	92	10887.09	30410.42	27329.83	3080.59
SO57189	2019-11-30	1	296	1	1466.01	1466.01	1554.95	-88.94
SO45050	2018-01-13	3	289	4	3572.34	4294.93	3858.92	436.01
SO43896	2017-08-25	5	283	13	2162.01	4345.83	4316.79	29.04
SO57173	2019-11-27	4	281	7	2095.52	3588.69	3651.0	-62.31
SO69492	2020-05-18	1	281	3	202.33	606.99	613.88	-6.89
SO63169	2020-02-10	2	291	7	1418.98	4298.93	3860.65	438.28
SO48345	2018-12-18	6	283	8	3400.74	4049.64	3906.25	143.39
SO55307	2019-10-24	11	296	20	7917.83	11888.96	12229.5	-340.54
SO47690	2018-10-12	10	284	14	2395.16	2960.12	2946.92	13.2
SO63224	2020-02-19	23	293	108	16175.38	81696.29	86616.81	-4920.52
SO69459	2020-05-12	1	285	1	72.89	72.89	53.94	18.95
SO49534	2019-03-29	5	287	15	2348.95	7046.85	7300.6	-253.75
SO50281	2019-05-21	10	288	17	2541.95	4507.63	4609.55	-101.92
SO69433	2020-05-08	24	292	104	14598.22	60915.78	62220.98	-1305.2
SO48387	2018-12-28	6	289	9	3122.06	4069.25	3565.09	504.16
SO57107	2019-11-16	1	285	3	1430.44	4291.32	4445.81	-154.49
SO46969	2018-08-09	32	283	89	13694.47	39373.21	34966.13	4407.08
SO61203	2020-01-10	1	272	2	41.99	83.98	52.35	31.63
SO50253	2019-05-16	10	292	25	2216.65	4017.12	3495.18	521.94
SO65181	2020-03-05	6	282	17	2060.04	2810.53	2981.52	-170.99
SO47675	2018-10-05	41	281	115	18703.5	47948.61	48283.06	-334.45
SO48361	2018-12-23	8	281	14	7021.68	11084.54	10867.85	216.69
SO47996	2018-11-08	28	283	84	13819.23	40134.58	35577.22	4557.36
SO43908	2017-08-28	3	281	4	2532.7	2561.54	2586.88	-25.34
SO45551	2018-03-15	4	285	13	2133.17	7274.3	7257.15	17.15
SO65268	2020-03-22	20	293	36	15165.11	29320.61	30333.82	-1013.21
SO45560	2018-03-19	11	287	41	16299.65	56967.04	53401.91	3565.13
SO48386	2018-12-28	41	288	110	18954.52	51394.06	51604.91	-210.85
SO65300	2020-03-27	3	281	4	1028.67	1352.66	1441.95	-89.29
SO69435	2020-05-09	23	292	40	16050.24	26319.76	27106.66	-786.9
SO50222	2019-05-08	56	292	253	20779.68	93694.22	93805.5	-111.28
SO49044	2019-02-02	3	283	3	404.87	404.87	327.74	77.13
SO48758	2019-01-15	40	282	129	14546.97	40230.81	35794.85	4435.96
SO57102	2019-11-15	1	283	1	323.99	323.99	343.65	-19.66
SO47393	2018-09-12	1	283	1	20.52	20.52	15.18	5.34
SO45301	2018-02-15	27	282	70	10844.78	26592.12	26443.56	148.56
SO63213	2020-02-18	21	282	89	16104.89	60118.73	63716.92	-3598.19
SO47985	2018-11-05	1	282	1	20.52	20.52	15.18	5.34
SO47700	2018-10-20	37	283	163	11887.17	35153.06	30760.91	4392.15
SO65292	2020-03-26	2	295	4	2138.3	3482.88	3694.19	-211.31
SO48024	2018-11-15	1	281	1	20.19	20.19	13.88	6.31
SO47980	2018-11-04	33	284	162	4222.74	22672.22	21779.53	892.69
SO65165	2020-03-03	5	285	5	4480.61	4480.61	4641.91	-161.3
SO44513	2017-11-09	16	286	46	13364.84	43520.08	40392.1	3127.98
SO48088	2018-11-29	4	288	12	3724.56	11173.68	10035.44	1138.24
SO63278	2020-02-26	2	293	3	1174.32	1619.73	1678.04	-58.31
SO59041	2019-12-23	7	281	16	4799.49	6784.26	7057.46	-273.2
SO59060	2019-12-29	1	289	2	461.69	923.38	839.56	83.82
SO51719	2019-08-06	12	283	21	3787.84	7465.51	7935.92	-470.41
SO50679	2019-06-07	2	288	2	386.27	386.27	357.3	28.97
SO57026	2019-11-03	44	293	128	17351.97	30381.35	30657.53	-276.18
SO63268	2020-02-25	4	293	7	1994.7	3597.27	3217.8	379.47
SO51837	2019-08-25	46	290	293	14546.67	71611.43	80107.23	-8495.8
SO49104	2019-02-13	27	282	79	18635.47	44669.61	45530.02	-860.41
SO55248	2019-10-06	37	283	127	15573.73	39605.36	41331.88	-1726.52
SO47017	2018-08-21	1	291	1	180.13	180.13	133.3	46.83
SO69412	2020-05-05	38	281	163	17110.07	61154.46	64129.92	-2975.46
SO53612	2019-09-28	4	281	6	1626.67	1669.01	1655.07	13.94
SO43866	2017-08-13	3	286	4	4070.68	4076.38	3817.03	259.35
SO46617	2018-07-07	6	287	15	1482.95	4289.35	5241.47	-952.12
SO65203	2020-03-09	4	289	4	3751.7	3751.7	3886.76	-135.06
SO51134	2019-07-17	11	296	17	4755.18	5633.86	7269.01	-1635.15
SO58982	2019-12-14	14	287	27	10503.24	21305.57	22500.93	-1195.36
SO50236	2019-05-11	36	288	115	11200.85	26844.75	23639.04	3205.71
SO49476	2019-03-10	11	283	23	7741.05	17725.07	17892.05	-166.98
SO49060	2019-02-05	4	291	9	1297.83	1411.78	1231.18	180.6
SO49521	2019-03-24	29	288	91	14399.57	33205.13	29411.97	3793.16
SO49080	2019-02-08	3	281	6	283.44	344.01	278.45	65.56
SO50219	2019-05-08	3	281	16	79.02	448.74	337.01	111.73
SO44780	2017-12-24	19	282	37	13407.04	25632.0	25696.48	-64.48
SO67302	2020-04-16	39	291	101	16542.62	44879.4	40469.95	4409.45
SO65222	2020-03-12	1	296	1	445.41	445.41	461.44	-16.03
SO55238	2019-10-03	18	281	40	4305.98	7136.91	7467.35	-330.44
SO46666	2018-07-25	59	281	242	25029.42	88920.24	88956.44	-36.2
SO51860	2019-08-29	34	283	124	18735.79	71028.85	74346.17	-3317.32
SO57029	2019-11-04	11	282	40	2812.52	5562.72	5833.32	-270.6
SO49065	2019-02-06	23	288	66	15927.61	42740.57	43821.93	-1081.36
SO63184	2020-02-12	3	283	8	48.88	108.54	67.67	40.87
SO51771	2019-08-16	44	288	163	17013.47	34351.59	35745.64	-1394.05
SO50676	2019-06-06	39	291	119	13403.19	34898.97	30951.34	3947.63
SO44310	2017-10-24	1	285	1	183.94	183.94	181.49	2.45
SO53456	2019-09-02	26	291	58	15848.95	26817.55	28182.93	-1365.38
SO44797	2017-12-30	32	281	148	14346.21	59951.35	59768.96	182.39
SO43900	2017-08-26	9	285	29	14231.33	34628.23	32434.9	2193.33
SO49506	2019-03-19	3	287	5	687.99	823.07	769.47	53.6
SO63128	2020-02-02	20	291	33	12202.08	19361.59	19744.71	-383.12
SO57099	2019-11-15	40	286	211	13662.49	53947.91	54921.93	-974.02
SO50727	2019-06-21	50	283	184	16143.21	45943.71	45717.56	226.15
SO69448	2020-05-10	14	284	41	4981.83	18951.99	19874.9	-922.91
SO65180	2020-03-05	5	287	18	2879.95	8765.82	7826.01	939.81
SO51082	2019-07-01	1	282	1	818.7	818.7	747.2	71.5
SO69511	2020-05-21	40	295	201	14392.14	48683.38	49470.03	-786.65
SO46364	2018-06-19	21	282	83	11430.83	40105.74	76846.43	-36740.69
SO43879	2017-08-21	26	288	83	10246.82	21720.07	21563.95	156.12
SO63251	2020-02-22	24	281	53	10255.33	24666.9	22178.68	2488.22
SO48287	2018-12-01	1	291	1	198.04	198.04	146.55	51.49
SO51794	2019-08-19	4	283	7	668.06	1323.41	1207.87	115.54
SO49475	2019-03-09	1	281	1	67.54	67.54	49.98	17.56
SO51168	2019-07-30	34	292	265	6047.5	23820.24	23951.74	-131.5
SO48015	2018-11-13	9	285	21	2651.3	3025.68	2630.73	394.95
SO51856	2019-08-28	45	281	135	13196.44	33634.28	30076.41	3557.87
SO49055	2019-02-04	1	284	1	22.79	22.79	15.67	7.12
SO49464	2019-03-06	41	286	125	12145.35	34217.99	30318.64	3899.35
SO61222	2020-01-16	20	291	50	8874.44	21286.34	19210.14	2076.2
SO49118	2019-02-17	44	292	175	14312.68	54017.28	54268.15	-250.87
SO58962	2019-12-11	34	286	89	20582.76	56579.7	58160.28	-1580.58
SO65206	2020-03-10	29	291	120	14092.53	69040.82	63041.95	5998.87
SO45576	2018-03-29	5	285	11	4119.2	8219.94	7699.1	520.84
SO48000	2018-11-09	1	291	1	780.82	780.82	722.26	58.56
SO51703	2019-08-03	38	284	286	7354.44	50840.12	53077.81	-2237.69
SO49062	2019-02-06	33	288	97	10765.09	25710.55	22730.85	2979.7
SO53522	2019-09-13	2	289	4	668.12	1336.24	1845.77	-509.53
SO63203	2020-02-17	1	294	1	1376.99	1376.99	1251.98	125.01
SO69518	2020-05-22	30	285	86	11683.38	33669.6	30577.07	3092.53
SO47384	2018-09-09	49	283	144	20478.52	44013.55	43709.09	304.46
SO59003	2019-12-17	6	291	25	1192.76	3788.24	3858.56	-70.32
SO47425	2018-09-19	11	282	31	1409.44	3934.04	3814.22	119.82
SO47412	2018-09-16	1	291	1	202.33	202.33	187.16	15.17
